language client is not ready, cannot initialize chat state
I0329 16:39:48.669592   72140 serve.go:43] cloudcode_cli (Mar 16 2025 10:36:32 -0700, cl:737377283 baseline:736258458)
I0329 16:48:56.945029   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:48:56.945078   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:48:56.945124   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:48:56.945139   72140 conversation.go:896] Unable to retrieve excluded files for request #153: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:48:56.945193   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:48:56.945203   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:48.810573   72140 life_cycle.go:264] codeReportBasicEvery: recomputing codereportbasic metric
I0329 16:49:48.810565   72140 life_cycle.go:300] codeReportEvery: recomputing codereport metric
I0329 16:49:51.442864   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:49:51.442911   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:51.442957   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:49:51.442971   72140 conversation.go:896] Unable to retrieve excluded files for request #157: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:49:51.443001   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:51.443010   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:52.520713   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:49:52.520759   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:52.520805   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:49:52.520818   72140 conversation.go:896] Unable to retrieve excluded files for request #160: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:49:52.520846   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:52.520854   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
W0329 16:49:53.377912   72140 retention.go:173] Could not get offsets for range in document. range: &{{0 13} {0 22}}, error: invalid column number
W0329 16:49:53.377983   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 2} {9 7}}, error: invalid column number
W0329 16:49:53.377993   72140 retention.go:173] Could not get offsets for range in document. range: &{{9 12} {10 20}}, error: invalid column number
W0329 16:49:53.378021   72140 retention.go:173] Could not get offsets for range in document. range: &{{14 21} {16 17}}, error: invalid column number
W0329 16:49:53.378032   72140 retention.go:173] Could not get offsets for range in document. range: &{{25 7} {25 47}}, error: invalid column number
W0329 16:49:53.378040   72140 retention.go:173] Could not get offsets for range in document. range: &{{28 2} {28 10}}, error: invalid column number
W0329 16:49:53.378049   72140 retention.go:173] Could not get offsets for range in document. range: &{{34 14} {34 15}}, error: invalid line number
W0329 16:49:53.378056   72140 retention.go:173] Could not get offsets for range in document. range: &{{34 24} {34 32}}, error: invalid line number
W0329 16:49:53.378064   72140 retention.go:173] Could not get offsets for range in document. range: &{{35 7} {35 8}}, error: invalid line number
W0329 16:49:53.378072   72140 retention.go:173] Could not get offsets for range in document. range: &{{35 21} {35 29}}, error: invalid line number
E0329 16:49:53.378862   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:49:53.378915   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:49:53.378939   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0329 16:49:53.378995   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:49:53.379046   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:49:53.379077   72140 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0329 16:49:53.379095   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:49:53.379108   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:49:53.379120   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0329 16:49:53.379133   72140 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0329 16:49:53.379178   72140 retention.go:173] Could not get offsets for range in document. range: &{{0 13} {0 22}}, error: invalid column number
W0329 16:49:53.379196   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 2} {10 7}}, error: invalid column number
W0329 16:49:53.379204   72140 retention.go:173] Could not get offsets for range in document. range: &{{10 12} {11 20}}, error: invalid column number
W0329 16:49:53.379212   72140 retention.go:173] Could not get offsets for range in document. range: &{{15 21} {17 17}}, error: invalid column number
W0329 16:49:53.379220   72140 retention.go:173] Could not get offsets for range in document. range: &{{26 7} {26 47}}, error: invalid column number
W0329 16:49:53.379230   72140 retention.go:173] Could not get offsets for range in document. range: &{{29 2} {29 10}}, error: invalid column number
W0329 16:49:53.379238   72140 retention.go:173] Could not get offsets for range in document. range: &{{35 14} {35 15}}, error: invalid line number
W0329 16:49:53.379246   72140 retention.go:173] Could not get offsets for range in document. range: &{{35 24} {35 32}}, error: invalid line number
W0329 16:49:53.379253   72140 retention.go:173] Could not get offsets for range in document. range: &{{36 7} {36 8}}, error: invalid line number
W0329 16:49:53.379260   72140 retention.go:173] Could not get offsets for range in document. range: &{{36 21} {36 29}}, error: invalid line number
I0329 16:49:53.477533   72140 conversation.go:859] Starting getChatIDEContext with detected intent: 
I0329 16:49:53.477599   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:53.477723   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:49:53.477761   72140 conversation.go:896] Unable to retrieve excluded files for request #163: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:49:53.477797   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:49:53.477807   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:50:48.810752   72140 life_cycle.go:300] codeReportEvery: recomputing codereport metric
I0329 16:55:17.712006   72140 conversation.go:159] conversation requested (request #166): {Input:can u solve this issue and give me the corrected code DocumentURI:file:///home/sandyaa2004/retrieve_rag.py SelectedRange:{Start:{Line:31 Character:0} End:{Line:31 Character:0}} PrependInput: UserSelectedURIs:[] AdditionalContext:map[] ChatStreamingSetting:true YieldInfoIndex:0}
I0329 16:55:17.712331   72140 conversation.go:859] Starting getChatIDEContext with detected intent: UNKNOWN
I0329 16:55:17.712380   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:55:17.712434   72140 ide_context.go:131] Unable to read file at /home/sandyaa2004/.aiexclude
/home/sandyaa2004
file:///home/sandyaa2004
I0329 16:55:17.712450   72140 conversation.go:896] Unable to retrieve excluded files for request #166: open /home/sandyaa2004/.aiexclude: no such file or directory
I0329 16:55:17.712491   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:55:17.712500   72140 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0329 16:55:17.714333   72140 client.go:432] GenerateStreamingChat request: {"enablePromptEnhancement":true,"history":[{"author":"USER","content":"can u solve this issue and give me the corrected code"}],"ideContext":{"currentFile":{"codeLanguage":"python","filePath":"/home/sandyaa2004/retrieve_rag.py","includedReason":"CURRENTLY_OPEN","segments":[{"content":"import vertexai\nfrom vertexai.preview import rag\n\n# Update your project details\nPROJECT_ID = \"my-rag-project-455210\"\nLOCATION = \"us-central1\"\nCORPUS_ID = \"projects/my-rag-project-455210/locations/us-central1/ragCorpora/6917529027641081856\"  # Update with the correct one\n\n# Initialize Vertex AI\nvertexai.init(project=PROJECT_ID, location=LOCATION)\n\n# Create RAG retrieval object with the correct source (Corpus ID)\nretrieval = rag.Retrieval(source=CORPUS_ID)\n\n# Define a test query\nquery = \"What is the document about?\"\nprint(f\"🔎 Querying RAG with: {query}\")\n\n# Retrieve documents based on the query\nresponse = retrieval.retrieve(query=query)\n\n# Debugging: Print the full response\nprint(f\"📄 Full Response Object: {response}\")\n\n# Extract and print retrieved text\nif response and response.candidates:\n    print(\"✅ Retrieved Documents:\")\n    for doc in response.candidates:\n        print(f\"- {doc.chunk.text[:500]}...\")  # Print first 500 characters\nelse:\n    print(\"❌ No documents retrieved. Check if the PDF was processed correctly.\")\n"},{"isSelected":true},{}]},"otherFiles":[{"codeLanguage":"python","filePath":"/home/sandyaa2004/list_files.py","includedReason":"RECENTLY_EDITED","segments":[{"content":"from vertexai import rag\nimport vertexai\n\n# Set up your project details\nPROJECT_ID = \"my-rag-project-455210\"\nLOCATION = \"us-central1\"\n\n# Initialize Vertex AI\nvertexai.init(project=PROJECT_ID, location=LOCATION)\n\n# Choose the first corpus from the list\ncorpus_name = \"projects/my-rag-project-455210/locations/us-central1/ragCorpora/6917529027641081856\"\n\n# List files inside the corpus\nfiles = rag.list_files(corpus_name)\n\nif files:\n    print(\"✅ Files in RAG Corpus:\")\n    for file in files:\n        print(f\"- {file.name}\")\nelse:\n    print(\"❌ No files found. Did you import the PDF?\")\n"}]},{"codeLanguage":"python","filePath":"/home/sandyaa2004/check_corpora.py","includedReason":"RECENTLY_EDITED","segments":[{"content":"from vertexai import rag\nimport vertexai\n\n# Set up your project details\nPROJECT_ID = \"my-rag-project-455210\"\nLOCATION = \"us-central1\"\n\n# Initialize Vertex AI\nvertexai.init(project=PROJECT_ID, location=LOCATION)\n\n# List available RAG Corpora\ncorpora = rag.list_corpora()\n\nif corpora:\n    print(\"✅ Available RAG Corpora:\")\n    for corpus in corpora:\n        print(f\"- Name: {corpus.name}\")\nelse:\n    print(\"❌ No RAG Corpora found. Did you create one?\")\n"}]}]},"metadata":{"ideName":"Code OSS for Cloud Shell","ideType":"CLOUD_SHELL","ideVersion":"1.94.2-cde","platform":"LINUX_AMD64","pluginType":"CLOUD_CODE","pluginVersion":"2.29.0"},"project":"cloudshell-gca","requestId":"cloudcode-737377283-54b12cfb-5c9c-4516-b24d-6d3a0ba5bf5f","userMessage":"can u solve this issue and give me the corrected code"}
I0329 16:55:18.421431   72140 conversation.go:373] Chat Streaming Response: {Markdown:``` Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc000b1d5f0 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.421532   72140 conversation.go:399] Chat Streaming Response: {Markdown:``` Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc000b1d5f0 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.656868   72140 conversation.go:373] Chat Streaming Response: {Markdown:python
import vertexai
from vertexai.preview import rag

# Update Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc000b1db60 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.656986   72140 conversation.go:399] Chat Streaming Response: {Markdown:python
import vertexai
from vertexai.preview import rag

# Update Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc000b1db60 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.787565   72140 conversation.go:373] Chat Streaming Response: {Markdown: your project details
PROJECT_ID = "my-rag-project-4 Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc000b1dcb0 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.787627   72140 conversation.go:399] Chat Streaming Response: {Markdown: your project details
PROJECT_ID = "my-rag-project-4 Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc000b1dcb0 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.998874   72140 conversation.go:373] Chat Streaming Response: {Markdown:55210"
LOCATION = "us-central1"
CORPUS_ID = "6917529027 Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017e8150 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:18.998934   72140 conversation.go:399] Chat Streaming Response: {Markdown:55210"
LOCATION = "us-central1"
CORPUS_ID = "6917529027 Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017e8150 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:19.239329   72140 conversation.go:373] Chat Streaming Response: {Markdown:641081856"  # Update with the correct one, just the ID

# Initialize Vertex AI
vertexai.init( Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017e8420 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:19.239395   72140 conversation.go:399] Chat Streaming Response: {Markdown:641081856"  # Update with the correct one, just the ID

# Initialize Vertex AI
vertexai.init( Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017e8420 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:19.585897   72140 conversation.go:373] Chat Streaming Response: {Markdown:project=PROJECT_ID, location=LOCATION)

# Create RAG retrieval object with the correct source (Corpus ID)
retrieval = rag.Retrieval(corpus_id=CORPUS_ID)

# Define Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0016e5920 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:19.585991   72140 conversation.go:399] Chat Streaming Response: {Markdown:project=PROJECT_ID, location=LOCATION)

# Create RAG retrieval object with the correct source (Corpus ID)
retrieval = rag.Retrieval(corpus_id=CORPUS_ID)

# Define Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0016e5920 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:19.952072   72140 conversation.go:373] Chat Streaming Response: {Markdown: a test query
query = "What is the document about?"
print(f"🔎 Querying RAG with: {query}")

# Retrieve documents based on the query
try:
    response = retrieval.retrieve(query Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0016e5a10 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:19.952135   72140 conversation.go:399] Chat Streaming Response: {Markdown: a test query
query = "What is the document about?"
print(f"🔎 Querying RAG with: {query}")

# Retrieve documents based on the query
try:
    response = retrieval.retrieve(query Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0016e5a10 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:20.410209   72140 conversation.go:373] Chat Streaming Response: {Markdown:=query)
except Exception as e:
    print(f"❌ An error occurred during retrieval: {e}")
    response = None

# Debugging: Print the full response
print(f"📄 Full Response Object: {response}")

# Extract and print retrieved text
if response and response Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0016e5b00 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:20.410266   72140 conversation.go:399] Chat Streaming Response: {Markdown:=query)
except Exception as e:
    print(f"❌ An error occurred during retrieval: {e}")
    response = None

# Debugging: Print the full response
print(f"📄 Full Response Object: {response}")

# Extract and print retrieved text
if response and response Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0016e5b00 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:20.868348   72140 conversation.go:373] Chat Streaming Response: {Markdown:.candidates:
    print("✅ Retrieved Documents:")
    for doc in response.candidates:
        print(f"- {doc.chunk.text[:500]}...")  # Print first 500 characters
else:
    print("❌ No documents retrieved. Check if the PDF was Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ec330 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:20.868418   72140 conversation.go:399] Chat Streaming Response: {Markdown:.candidates:
    print("✅ Retrieved Documents:")
    for doc in response.candidates:
        print(f"- {doc.chunk.text[:500]}...")  # Print first 500 characters
else:
    print("❌ No documents retrieved. Check if the PDF was Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ec330 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:21.332837   72140 conversation.go:373] Chat Streaming Response: {Markdown: processed correctly.")
```

**Explanation of Changes and Why:**

1.  **`CORPUS_ID` Correction:**
    *   **Original:** `CORPUS_ID = "projects/my-rag-project-455210/locations/us-central1/ragCor Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ec690 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:21.332899   72140 conversation.go:399] Chat Streaming Response: {Markdown: processed correctly.")
```

**Explanation of Changes and Why:**

1.  **`CORPUS_ID` Correction:**
    *   **Original:** `CORPUS_ID = "projects/my-rag-project-455210/locations/us-central1/ragCor Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ec690 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:21.800368   72140 conversation.go:373] Chat Streaming Response: {Markdown:pora/6917529027641081856"`
    *   **Corrected:** `CORPUS_ID = "6917529027641081856"`
    *   **Reason:** Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017eca50 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:21.800430   72140 conversation.go:399] Chat Streaming Response: {Markdown:pora/6917529027641081856"`
    *   **Corrected:** `CORPUS_ID = "6917529027641081856"`
    *   **Reason:** Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017eca50 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:22.264736   72140 conversation.go:373] Chat Streaming Response: {Markdown: The `rag.Retrieval` class expects only the corpus ID (the numerical part) when using the `corpus_id` parameter. Providing the full resource name (with `projects/...`) is incorrect in this context.

2.  **`rag.Retrieval` Initialization:**
    *   **Original Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ecde0 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:22.264820   72140 conversation.go:399] Chat Streaming Response: {Markdown: The `rag.Retrieval` class expects only the corpus ID (the numerical part) when using the `corpus_id` parameter. Providing the full resource name (with `projects/...`) is incorrect in this context.

2.  **`rag.Retrieval` Initialization:**
    *   **Original Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ecde0 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:22.741858   72140 conversation.go:373] Chat Streaming Response: {Markdown::** `retrieval = rag.Retrieval(source=CORPUS_ID)`
    *   **Corrected:** `retrieval = rag.Retrieval(corpus_id=CORPUS_ID)`
    *   **Reason:** The `rag.Retrieval` class has been updated. Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ed170 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
I0329 16:55:22.742015   72140 conversation.go:399] Chat Streaming Response: {Markdown::** `retrieval = rag.Retrieval(source=CORPUS_ID)`
    *   **Corrected:** `retrieval = rag.Retrieval(corpus_id=CORPUS_ID)`
    *   **Reason:** The `rag.Retrieval` class has been updated. Citations:[] PromptCitations:[] TraceID:fccece50eeccb67d ServerTiming:gfet4t7; dur=679 NetPlusServerTiming:704.308479ms TimeToFirstToken:705.088765ms DetectedIntent: ProcessingDetails:{RagStatus:RAG_STATUS_UNSPECIFIED AtlasExperience: PromptID: CompletionMethod: ExperimentDebugStringFingerprint: ModelURI: ChatClientIDHash:} AgentProcessingDetails:0xc0017ed170 YieldInfo:<nil> MoAInfo: WorkspaceChange:<nil>}
